DanOrder	alanOrder	lineID	page	page_on_photo	col_on_single_page	x1col	y1col	x2col	y2col	newLineNuAlan	GTLineNumberDaniel	top_on_page	bottom_on_page	left_on_page	right_on_page	AT	GT2	enriched_y_n	color_img_file_name	include	regionID	regionx1	regiony1	regionx2	regiony2	enriched_y_n	color_img_file_name
7293	7230	29121	291	1	1	1	1	1024	1430	21	21	890	964	120	796	המשכן וגו' פר אחד בן בקר ˙ כנגד יריעות המשכן שהיו של מיני צבעונין		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_291.png	1	1	1	1	1024	1430	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_291.png
7294	7231	29122	291	1	1	1	1	1024	1430	22	22	931	1002	110	793	כמה דתימר ואת המשכן תעשה עשר יריעות וגו' ˙ איל אחד כנגד המכ'		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_291.png	1	1	1	1	1024	1430	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_291.png
7295	7232	29123	291	1	1	1	1	1024	1430	23	23	969	1040	113	794	של עורוה אלים מאודמים ˙ וכבש אחד כנגד עורות תחשים ˙ ושעיר ים		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_291.png	1	1	1	1	1024	1430	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_291.png
7296	7233	29124	291	1	1	1	1	1024	1430	24	24	1009	1078	126	791	כנעד האהל שהיה של יריעות עזים ˙ ולזבח השלמים בקר שנים ˙ כגד		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_291.png	1	1	1	1	1024	1430	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_291.png
7297	7234	29125	291	1	1	1	1	1024	1430	25	25	1046	1115	118	793	בצלאל ואהליאב שהם השלימו מלאכת המשכן ˙ דבר אחר כנגד מסך		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_291.png	1	1	1	1	1024	1430	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_291.png
7298	7235	29126	291	1	1	1	1	1024	1430	26	26	1085	1156	110	791	פתח המשכן ומסך פתח החצר שהם היו משלימים לסגירת האהל מכל צדריו		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_291.png	1	1	1	1	1024	1430	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_291.png
7299	7236	29201	292	1	1	1	1	1024	1445	1	1	141	201	241	930	סגירת החצר מכל צדדיה ˙ אילים חמשה וגו' של שה מנים ﭏו כנגד קלעי החצר		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png	1	1	1	1	1024	1445	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png
7300	7237	29202	292	1	1	1	1	1024	1445	2	2	182	241	243	930	ון שלש רוחותיה תימנה תפונה וימה שהיו תימן תפון ארכן של קלעים מאה		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png	1	1	1	1	1024	1445	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png
7301	7238	29203	292	1	1	1	1	1024	1445	3	3	220	279	238	932	ומה כגד ארך החצר וים ארכה כנגד רחבה חמשים אמה ולמההיו של חמשה		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png	1	1	1	1	1024	1445	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png
7302	7239	29204	292	1	1	1	1	1024	1445	4	4	260	318	241	927	ומשה כגד קלעי החצר שהיו גבוהות חמשה אמות שנא' וקומה ברוחב חמש		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png	1	1	1	1	1024	1445	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png
7303	7240	29205	292	1	1	1	1	1024	1445	5	5	299	358	230	926	ומות לעומת קלעי החצר ואומר וקומה חמש אמות שש משזר שלש פעמ'		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png	1	1	1	1	1024	1445	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png
7304	7241	29206	292	1	1	1	1	1024	1445	6	6	338	397	236	918	ורי תשע שש כגד קלעי החצר הרוח הרבעית שלא היה ארכן אלא חמש		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png	1	1	1	1	1024	1445	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png
7305	7242	29207	292	1	1	1	1	1024	1445	7	7	377	435	234	936	גשה אמה שנא' ולפאת קדמה מזרחה חמשים אמה חמשעשרה אל הכתף		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png	1	1	1	1	1024	1445	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png
7306	7243	29208	292	1	1	1	1	1024	1445	8	8	415	474	239	924	גו' ולכתף השנית מזה ומזה לשער החצר קלעים חמש עשרה אמה ˙ זה		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png	1	1	1	1	1024	1445	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png
7307	7244	29209	292	1	1	1	1	1024	1445	9	9	454	513	235	923	ורבן שרומיﭏ וגו' כיון שראה הק'ב’ה’ שהקריב על סדר המשכן התחיל מקלס		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png	1	1	1	1	1024	1445	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png
7308	7245	29210	292	1	1	1	1	1024	1445	10	10	491	552	234	936	ות קרבו זה קרבן שרומיﭏ בן צורי שדי ˙ ביום הששי נשיא לני		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png	1	1	1	1	1024	1445	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png
7309	7246	29211	292	1	1	1	1	1024	1445	11	11	532	591	235	925	ד אליסף בן דעוש ˙ לפי ששמעון לקח חרבו והלך ועשה מלחמה עם אנשי ש		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png	1	1	1	1	1024	1445	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png
7310	7247	29212	292	1	1	1	1	1024	1445	12	12	571	630	237	931	שכם בשביל אחותו ובני גד עבדו את הירדן לעזור את אחיהם לירש את הארץ		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png	1	1	1	1	1024	1445	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png
7311	7248	29213	292	1	1	1	1	1024	1445	13	13	610	671	239	934	מה דתימר צדקת ײ עשה ומשפטיו עם ישרﭏ לכך זכה והקריב אחר		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png	1	1	1	1	1024	1445	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png
7312	7249	29214	292	1	1	1	1	1024	1445	14	14	651	710	231	930	ומעון ˙ קרבנו קערת כסף וגו' אר' ברכיה כנגד יציאת מצרים הקריב נשא		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png	1	1	1	1	1024	1445	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png
7313	7250	29215	292	1	1	1	1	1024	1445	15	15	690	749	238	928	ד ולמה כן לפי שברכו אביו בגדודים שנא' גד גדוד יגודנו והוא יגור עקב ודבר		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png	1	1	1	1	1024	1445	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png
7314	7251	29216	292	1	1	1	1	1024	1445	16	16	729	788	237	924	ה אמר יעקב על מה שעתיד לעבור חלון למלחמה את היררי כמה דתימר		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png	1	1	1	1	1024	1445	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png
7315	7252	29217	292	1	1	1	1	1024	1445	17	17	766	825	233	931	עבריך יעבדו כל חלוץ צבא לפני ײ למלחמה וביציאת מצרים כתיב צבח כמה		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png	1	1	1	1	1024	1445	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png
7316	7253	29218	292	1	1	1	1	1024	1445	18	18	806	865	235	918	תימר יצאו כל צבאוק ײ וגו' ונאמר בהם וחמושים עלו בני ישרﭏ וגו' ˙ הוא		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png	1	1	1	1	1024	1445	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png
7317	7254	29219	292	1	1	1	1	1024	1445	19	19	842	901	236	930	ומושים הוא חלוצים ˙ וליוצאי מצרים נחלקה חארץ כמה דתימר ונתתי אותה		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png	1	1	1	1	1024	1445	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png
7318	7255	29220	292	1	1	1	1	1024	1445	20	20	881	940	236	929	ם מורשה אני ײ ˙ובניגד סייעו להם עד שנכבשה הארץ ונחלקה לכולם לפיכך		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png	1	1	1	1	1024	1445	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png
7319	7256	29221	292	1	1	1	1	1024	1445	21	21	920	979	238	927	וקריב נשיא שלהם על יציאת מצרים ˙ א'ר' ברכיה התחל להקריב קרבנו		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png	1	1	1	1	1024	1445	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png
7320	7257	29222	292	1	1	1	1	1024	1445	22	22	959	1020	229	933	שגד מה שאירע להם מיום שירדו יעקב למצרים עד שיצאו הדא היא דכתי'		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png	1	1	1	1	1024	1445	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png
7321	7258	29223	292	1	1	1	1	1024	1445	23	23	999	1060	229	929	דביו קערת כסף אחת כנגד יוכברד אם משה שנאמר בה וילך איש מבית		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png	1	1	1	1	1024	1445	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png
7322	7259	29224	292	1	1	1	1	1024	1445	24	24	1033	1104	231	912	וי ויקח את בת רוי מלמד שגרשה עמד וחזר ולקחה ולכך הקריב הערת		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png	1	1	1	1	1024	1445	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png
7323	7260	29225	292	1	1	1	1	1024	1445	25	25	1079	1138	229	934	ולא תארי קערת אלא קרעת שנקרעה ממנו אתוי דרין הוא אתוי דרין ˙ כקף		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png	1	1	1	1	1024	1445	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png
7324	7261	29226	292	1	1	1	1	1024	1445	26	26	1113	1184	229	930	וחת שנתאוה עמרם להחזירה לאשה עלידי מרים אחות אהרן ולכך כתיב		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png	1	1	1	1	1024	1445	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_292.png
7325	7262	29301	293	1	1	1	1	1024	1418	1	1	140	200	119	803	כסף על שם התאוה כמה דתימר נכספה וגם כלתה נפשי וגו' ˙חומר כינכסף נכספת		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png	1	1	1	1	1024	1418	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png
7326	7263	29302	293	1	1	1	1	1024	1418	2	2	179	237	117	803	לכית אביך וגו' אחת אל תקרי אחת ﭏא אחות שבעת שהיתה אחות אהרן נתנבאת		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png	1	1	1	1	1024	1418	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png
7327	7264	29303	293	1	1	1	1	1024	1418	3	3	216	275	123	797	ואמרה אביה שיחזיר אשתו שעתיד להוליד בן ממנה שיגאול את ישרﭏ ועל זה		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png	1	1	1	1	1024	1418	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png
7328	7265	29304	293	1	1	1	1	1024	1418	4	4	254	312	119	802	נאמר ותקח מרים הנביאה אחות אהרן וגו' וכי אחות אהרן ולא אחות משה ﭏא		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png	1	1	1	1	1024	1418	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png
7329	7266	29305	293	1	1	1	1	1024	1418	5	5	293	352	119	796	שהיתה נכואתה בעת שהיתה אחות אהרן ולא אחות משה שעדין לא נולד משה		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png	1	1	1	1	1024	1418	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png
7330	7267	29306	293	1	1	1	1	1024	1418	6	6	332	391	120	805	ולפיכך בעת שהושלך משה ליאור הלכה וראתה מה יארע למשה ומה יהיה		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png	1	1	1	1	1024	1418	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png
7331	7268	29307	293	1	1	1	1	1024	1418	7	7	370	429	121	800	בסוף נבואתה כמה דתימר ותתצב אחותו מרחוק וגו' הוי כסף אחת ˙ שלשים		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png	1	1	1	1	1024	1418	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png
7332	7269	29308	293	1	1	1	1	1024	1418	8	8	407	466	134	798	ומאה משקלה וגו' לפי שהיתה בת מאה ושלשים שנה בעת שטלד משה הא כיצד		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png	1	1	1	1	1024	1418	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png
7333	7270	29309	293	1	1	1	1	1024	1418	9	9	444	503	118	805	לפישיוכבדנולדה בין החומות בעת שירדו ישרﭏ למצרים ופיכך נכנסה בחשבון ה		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png	1	1	1	1	1024	1418	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png
7334	7271	29310	293	1	1	1	1	1024	1418	10	10	483	542	126	789	היורדים למצרים שנא' כל נפש שלשים ושלש בכלן של בני לאה את מוצא שלשים		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png	1	1	1	1	1024	1418	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png
7335	7272	29311	293	1	1	1	1	1024	1418	11	11	516	587	122	794	ושלש ובפרטן אין את מוצא ﭏא שלשים ושנים למה כן לפי שיוכבד נולדה בין		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png	1	1	1	1	1024	1418	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png
7336	7273	29312	293	1	1	1	1	1024	1418	12	12	553	624	123	792	החומות והיתה מן הבאים למצריםאין אנו יודעים שבמצרים ולדה אחר שלא		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png	1	1	1	1	1024	1418	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png
7337	7274	29313	293	1	1	1	1	1024	1418	13	13	593	664	123	791	נזכר שמה עם שמות הבאים ﭏא לומר לך שבמצרים נולדה בין החומות בעת		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png	1	1	1	1	1024	1418	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png
7338	7275	29314	293	1	1	1	1	1024	1418	14	14	637	696	123	794	שנכנסו למצרים אבל אין הורתה למצרים צא וחשוב מיום שירדו אבותינו למצ'		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png	1	1	1	1	1024	1418	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png
7339	7276	29315	293	1	1	1	1	1024	1418	15	15	676	735	119	793	עד יום שנולד משההן מא' ושלשים שנה לפי שמאתים ועשר שנים עשו ישראל		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png	1	1	1	1	1024	1418	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png
7340	7277	29316	293	1	1	1	1	1024	1418	16	16	714	773	120	796	במצרים מנין ר'ר'ו' צא מהן שמנים שנה שהיו למשה בעת שיצאו ישרﭏ ממצרים		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png	1	1	1	1	1024	1418	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png
7341	7278	29317	293	1	1	1	1	1024	1418	17	17	745	816	121	796	נשתיירו מאה ושלשים הא למדו שיוכבד בת מאה ושלשים שנה היתה בעת		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png	1	1	1	1	1024	1418	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png
7342	7279	29318	293	1	1	1	1	1024	1418	18	18	784	853	119	788	שנולד משה ˙ מזרק אחד כסף זה משה שנזרק ליאור ˙ דבר אחד שנזרם		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png	1	1	1	1	1024	1418	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png
7343	7280	29319	293	1	1	1	1	1024	1418	19	19	824	883	116	793	ממצרים שנא' ויברח משה וגו' ˙ שבעים שקל בשיל הקדש ˙ ו שבוים זקנים		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png	1	1	1	1	1024	1418	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png
7344	7281	29320	293	1	1	1	1	1024	1418	20	20	863	922	116	795	מינה משה כולם נביאים מאותן שאמר לו הק’בה’ ובאת אתה וזקני ישרﭏ אלמלך		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png	1	1	1	1	1024	1418	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png
7345	7282	29321	293	1	1	1	1	1024	1418	21	21	902	961	118	790	מצרים וגו' וכן הוא אומר אספה לי שבעים זקנים איש מזקני ישרﭏ אשר ידעת		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png	1	1	1	1	1024	1418	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png
7346	7283	29322	293	1	1	1	1	1024	1418	22	22	940	999	114	788	כיהם זקני העם ושוטריו ˙ שניהם מלאים סלת בל ולה בשמן למנחה שהוא		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png	1	1	1	1	1024	1418	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png
7347	7284	29323	293	1	1	1	1	1024	1418	23	23	972	1043	115	790	והם כולם נתמלאו רוח הקדש מרוחו של משה ומשה לא חסר כלום נאדם		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png	1	1	1	1	1024	1418	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png
7348	7285	29324	293	1	1	1	1	1024	1418	24	24	1017	1076	115	790	שהוא מדליק נר מנר הנר דולק וחברו אינו חסר כאדם שמריח באתרוג הוא		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png	1	1	1	1	1024	1418	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png
7349	7286	29325	293	1	1	1	1	1024	1418	25	25	1056	1115	110	791	נהנה והאתרוג אינו חסר כלום ˙ למנחה כמה דתימר ויהי כנוח עליהם הרחח		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png	1	1	1	1	1024	1418	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png
7350	7287	29326	293	1	1	1	1	1024	1418	26	26	1095	1154	107	783	ויתנבאו וגו' ˙ דבר אחר שניהם מלאים סלת בלולה בשמן וגו' כעד אלדדומידת		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png	1	1	1	1	1024	1418	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_293.png
7351	7288	29401	294	1	1	1	1	1024	1426	1	1	138	209	248	925	וה דתימר וישארו שני אנשים במחנה שם האחד אלדד ושם השני מידד וגו' למנחה		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png	1	1	1	1	1024	1426	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png
7352	7289	29402	294	1	1	1	1	1024	1426	2	2	178	248	266	922	וה דתימר ותנחעליהם הרוח ˙ רף אחת ˙ שמתחת יד משה לקו המצריים		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png	1	1	1	1	1024	1426	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png
7353	7290	29403	294	1	1	1	1	1024	1426	3	3	214	285	248	927	שר מכות הוי עשרה זהב למה היו מקצת הכלים של כסף ומר צתן של זהב לומר		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png	1	1	1	1	1024	1426	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png
7354	7291	29404	294	1	1	1	1	1024	1426	4	4	253	323	248	917	הראשונים שהיו של כסף כנגד ביזת מצרים והאחרון של זהב כנגד ביזת הים		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png	1	1	1	1	1024	1426	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png
7355	7292	29405	294	1	1	1	1	1024	1426	5	5	291	362	269	931	נשם שהזהב נחמד ויקר מן הכסף כך היתה בזת הים גדולה משל מצרים ˙		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png	1	1	1	1	1024	1426	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png
7356	7293	29406	294	1	1	1	1	1024	1426	6	6	331	402	246	934	ל ﭏו וﭏו אמר תורי זהב עשה לך עם נקודות הכסף וגו' זוביזת הים ˙ עם		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png	1	1	1	1	1024	1426	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png
7357	7294	29407	294	1	1	1	1	1024	1426	7	7	370	440	250	921	ודות הכסף זומ' בזת מצרים וכן הוא אומר והבואי בעדיעדים ˙ בעדי זו בזת		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png	1	1	1	1	1024	1426	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png
7358	7295	29408	294	1	1	1	1	1024	1426	8	8	407	477	228	934	רים עדים זוביזת הים הוי מלאה קטרת ˙ שכל ישרﭏ נתמלאו מהם כסף וזהב		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png	1	1	1	1	1024	1426	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png
7359	7296	29409	294	1	1	1	1	1024	1426	9	9	444	515	238	933	ל מיני בשמים וכן הוא אומר שלחיך פרדס רמוים וגו' נרד וככם קנה וקנמון		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png	1	1	1	1	1024	1426	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png
7360	7297	29410	294	1	1	1	1	1024	1426	10	10	482	554	257	919	וי מלאה קטרת ˙ דבר אחר מאה ושלשים של קערה ושבעים שר מזלם		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png	1	1	1	1	1024	1426	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png
7361	7298	29411	294	1	1	1	1	1024	1426	11	11	522	592	239	932	עשרה של כף הרימאתים ועשר כנוד מאתים ועשר שנים שעשו ישרﭏ במצרי'		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png	1	1	1	1	1024	1426	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png
7362	7299	29412	294	1	1	1	1	1024	1426	12	12	559	630	244	924	יום שירד יעקב למצרים עדשיצאו משם ˙ פר אחד בן בקר וגו' הזכיר שלשה		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png	1	1	1	1	1024	1426	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png
7363	7300	29413	294	1	1	1	1	1024	1426	13	13	598	669	239	929	נים ﭏו לעולה כנגד שלשה פרנסיםטובים שנתן להם הק'ב’ה' לישרﭏ משה ואהרן ו		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png	1	1	1	1	1024	1426	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png
7364	7301	29414	294	1	1	1	1	1024	1426	14	14	636	707	233	924	מרים שנא' ואשלח לפניך את משה ואת אהרן ואת מרים נתן להם מן בזכות משה		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png	1	1	1	1	1024	1426	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png
7365	7302	29415	294	1	1	1	1	1024	1426	15	15	675	747	228	931	ענני כבוד בזכות אהרן ובאר בזכות מרים ˙ דבראחר למה נאמר שלשה מני		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png	1	1	1	1	1024	1426	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png
7366	7303	29416	294	1	1	1	1	1024	1426	16	16	714	786	242	935	ולה כגד מדות טובות שהיו בידן של ישרﭏ במצרים ובזכותן נגאלו שלא שינו		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png	1	1	1	1	1024	1426	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png
7367	7304	29417	294	1	1	1	1	1024	1426	17	17	750	821	233	925	ת שמם ולאשינו את לשונם ושגדר עצמם מן הערוה ˙ ושעיר אחד לחטא'		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png	1	1	1	1	1024	1426	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png
7368	7305	29418	294	1	1	1	1	1024	1426	18	18	788	859	232	933	נגד הפסח שוה רק לעשות מן העזים על פרישת עבודה זרה לפי שעובדי עבוד		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png	1	1	1	1	1024	1426	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png
7369	7306	29419	294	1	1	1	1	1024	1426	19	19	823	894	233	919	רה היו ישרﭏ במצרים ולא היתה מדת הדין נותנת לגאלם עד שפרשו ממנה ועל		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png	1	1	1	1	1024	1426	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png
7370	7307	29420	294	1	1	1	1	1024	1426	20	20	861	932	233	920	רישות עבודה זרה שעשו נגאלו עליה כמה דתימר וראיתי את הדם ופסחתי		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png	1	1	1	1	1024	1426	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png
7371	7308	29421	294	1	1	1	1	1024	1426	21	21	900	972	232	938	גליכם ˙ לפיכך הקריבו כנגדה שעיר לחטאת לפי שבעון עבודה זרה היו מקריבים		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png	1	1	1	1	1024	1426	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png
7372	7309	29422	294	1	1	1	1	1024	1426	22	22	939	1010	228	924	ועיר לחטאת ˙ ולזבח השלמים בקר שנים כנגד אהרן יעקב ויוסף שבזכותם		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png	1	1	1	1	1024	1426	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png
7373	7310	29423	294	1	1	1	1	1024	1426	23	23	977	1049	236	932	גאלו ישרﭏ ממצרים שנא'גאלת בזרוע עמך בני יעקב ויוסף סלה דבר		0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png	1	1	1	1	1024	1426	0	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_294.png
