page	line	left	top	right	bottom	AT	iiif_url
171	23	374	1587	1499	1658	בידרם מימות אברהם יצחק ויעקב מסר ליוסף כל גואל שיבוא יאמד˙	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0171_fa_0083r.jp2/info.json
171	24	374	1643	1499	1714	עקר פקדתי הוא הגואל של אמת יון ששמעו ישראל משה ואהרן	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0171_fa_0083r.jp2/info.json
171	25	374	1698	1499	1769	כן מיד ואמן מיד ויאמין ˙ ויעון משה ויאמר והן לא יממיני לי˙ אמו לוו	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0171_fa_0083r.jp2/info.json
171	26	374	1746	1499	1817	צריך אתה ללקות מפוי  שחוצאת שם רע על בני כשם שהוצי ו	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0171_fa_0083r.jp2/info.json
171	27	374	1797	1499	1868	הנחש על אדם ועל חוה˙ ובני מאמינים בני מאמינים˙ באברהם כתיב	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0171_fa_0083r.jp2/info.json
171	28	374	1854	1499	1925	והאמין ביי'˙ ובהם כתי' ויאמן העם ומה הנח ש הלקיחי אותו בצרעת	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0171_fa_0083r.jp2/info.json
172	1	221	317	1317	388	אף אתה הבא נא ידך בחיקך ˙ והנה ידו מצורעת בשלג ˙ כשלג ˙ והיה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0172_fa_0083v.jp2/info.json
172	2	221	374	1317	445	אם לא יאמינו גם לשני האותות האלה ולקחת ממימי היאור˙ רמז	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0172_fa_0083v.jp2/info.json
172	3	221	425	1317	496	למשה שיטול נפשו מן המים במימי מריבה שנחשו הוא דמו שנ' כי	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0172_fa_0083v.jp2/info.json
172	4	221	487	1317	558	נפשם כל בשר דמו בנפשו הוא˙ ויקןר אף וי'˙ וראך ומח בלבו˙ מהו	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0172_fa_0083v.jp2/info.json
172	5	221	540	1317	611	ושמח בלבו זשה' הנה מה טוב  ומהנעעים שבת אחים גם יחד	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0172_fa_0083v.jp2/info.json
172	6	221	600	1317	671	הרי אהרן ומשה ולא היו מתקנאין זה לזה אלא היו שומחים זה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0172_fa_0083v.jp2/info.json
172	7	221	655	1317	726	בגדולת זה˙ שבשטה שאמ' לו ה'ב'ה' למשה שילך לפרעה אמ' לו שולז	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0172_fa_0083v.jp2/info.json
172	8	221	717	1317	788	גנא ביד תשלח ˙ אמ' משה עד שלא עחידתי היה אחי מתנבא להם	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0172_fa_0083v.jp2/info.json
172	9	221	777	1317	848	במצרים ˙ שנ' ואודע להם בארץ מצרים ומנין שא הרן היה שנ' הנגלה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0172_fa_0083v.jp2/info.json
172	10	221	836	1317	907	נגליתי בהיותם במצרים˙ ובחור אתו מכל שבבי ישראל אמ' כלהשני	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0172_fa_0083v.jp2/info.json
172	11	221	896	1317	967	האלו היה אחי מתנבא ועמשיו אכנם אני בתחומו של אחי אמ' לו ה'ב'ה'	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0172_fa_0083v.jp2/info.json
172	12	221	949	1317	1020	לשון הרע אתה מוציא על עם קדוש כישראל ואמא לי מה שמו	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0172_fa_0083v.jp2/info.json
172	13	221	1004	1317	1075	עשיתי לך אותות אמרת והן לא יאמינו לי ואף אהרץ אתה מוצוא	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0172_fa_0083v.jp2/info.json
172	14	221	1060	1317	1131	לשון הרע שתאמר שיקנא לפנבואתך היינו דכתי'˙ ויחר אף יי' במשה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0172_fa_0083v.jp2/info.json
172	15	221	1116	1317	1187	ושמח בלבו˙ בפי אילו אומר אלא בלבוי אר' שמעון בן יוחאי הל	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0172_fa_0083v.jp2/info.json
172	16	221	1174	1317	1245	שנשמח בגדולת אחיו יבא וילבש אוריבו ותומים שנ' והיו על לב אהרין	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0172_fa_0083v.jp2/info.json
172	17	221	1228	1317	1299	ועל זה נאמר מי יתנך כאח ליי שהתר המטה הזה תקח בידך	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0172_fa_0083v.jp2/info.json
172	18	221	1285	1317	1356	אמ' ר' יהודה משקל ארבעים סאה היה המפנה ושל סנפירין היה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0172_fa_0083v.jp2/info.json
172	19	221	1342	1317	1413	ועשר מכות חקוקות בו נ טריקון דצ'ך ער' ש בא'ה'ב˙ וילך משה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0172_fa_0083v.jp2/info.json
172	20	221	1398	1317	1469	וישב אל יתר חתנו˙ זשה' והוא באחךד מי ישיבנן ונפשו אותה ויעש ו	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0172_fa_0083v.jp2/info.json
172	21	221	1454	1317	1525	לפירוש שפירש ר' תנחומא פפיאם לפי שהוא יחידי שבעולם ואין	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0172_fa_0083v.jp2/info.json
172	22	221	1514	1317	1585	מי שימחה ביו וכל מה שצה לעשות יעשה אמ' לו ר' עקיבא דייך	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0172_fa_0083v.jp2/info.json
172	23	221	1571	1317	1642	פאפים אין רורשין כן אמ' לו ומה הוא אמ' לו כשם שהשו אל שואל	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0172_fa_0083v.jp2/info.json
172	24	221	1631	1317	1702	למטוה כך הוא למלה מניין דכת בגזית עירי פתגמא ומאמר קדישין	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0172_fa_0083v.jp2/info.json
172	25	221	1685	1317	1756	שאלתא˙ כשם שנשאין ונמתנין בהלכה למשה כך נושאין ונושאין	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0172_fa_0083v.jp2/info.json
172	26	221	1734	1317	1805	ונותנין למעלה והנל במשפט דכני אבל אגד לך את הרשום בכתל	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0172_fa_0083v.jp2/info.json
172	27	221	1785	1317	1856	אמת˙ ואומ' היאך יצא משפט פלוני והם אומ' כך וכך וה'בה' מסכים	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0172_fa_0083v.jp2/info.json
172	28	221	1838	1317	1909	עמהםיצא ולמד ממיכה שנ' לן רבר יי' ראיתי את י' יושב על כהאו וכו	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0172_fa_0083v.jp2/info.json
173	1	361	333	1474	404	צכא השמים עומדין עליו מימינן ומשמאלו˙ וכי שמא ל ממין יש בישיבה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0173_fa_0084r.jp2/info.json
173	2	361	388	1474	459	של מעלה אלא אלו של ימין האומרים לכף זכות˙ ואותן של שמאל האו מרים	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0173_fa_0084r.jp2/info.json
173	3	361	445	1474	516	לכג חובה שנ' ויאמר זה בכה וזה בכה ללמדך שה כל במיפט ונותן	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0173_fa_0084r.jp2/info.json
173	4	361	501	1474	572	ונושא בדין עמהם˙ מהו באחד ומי ישיבנו שנגור הדין ה'ב'ה' נכנם	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0173_fa_0084r.jp2/info.json
173	5	361	555	1474	626	למקום שנכנם שאין להם בו רשות וחותם את הרין הוי והוא באחד	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0173_fa_0084r.jp2/info.json
173	6	361	613	1474	684	ומי ישיבנן˙ ויאמרו יתרן למשה לך לשלום חזר˙ כל מי שהוא מומ' לך	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0173_fa_0084r.jp2/info.json
173	7	361	666	1474	737	ושלום חזר שמח בשליחותו˙ ולך בשלום נהרג שנ' וישלח דוד את	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0173_fa_0084r.jp2/info.json
173	8	361	726	1474	797	אוכנר וילר כשלוםו˙י וישאמר י' אל משה במדין לך שוב מצרימה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0173_fa_0084r.jp2/info.json
173	9	361	792	1474	863	אמ' משה לפני ה'ב'ה' שבועה נשבעתי ליתרו שאינו הולך אלא ברשותו	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0173_fa_0084r.jp2/info.json
173	10	361	849	1474	920	אמר לו חוזר למדין ושם אתיר לך שבועתך המינו דכתי' ויאמר יי' אל	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0173_fa_0084r.jp2/info.json
173	11	361	909	1474	980	משה במדיין˙ ויקן משה את אשתו ואת בניו וירכיבם ערל	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0173_fa_0084r.jp2/info.json
173	12	361	966	1474	1037	החמור זה אחר משמנה עשר תיבות ששנו רבותינו בכתבם התורה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0173_fa_0084r.jp2/info.json
173	13	361	1023	1474	1094	לתלמי המלך יונית ואלו הן אלהים ברא בראשית אעשה אדם בצל	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0173_fa_0084r.jp2/info.json
173	14	361	1074	1474	1145	ובדמות˙ זכר ונקוביו בראח˙ ויכל ביום השנשי וישבות ביום השביעי	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0173_fa_0084r.jp2/info.json
173	15	361	1128	1474	1199	הבה ארדה ואבלה שם ˙ ורצגחק שרה בקרוביה לאמר˙ כי כאפם הרגו	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0173_fa_0084r.jp2/info.json
173	16	361	1186	1474	1257	איש וברצונם עקרו אבוםי ויקא משה את אשתו ואת בניו וירכיבם	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0173_fa_0084r.jp2/info.json
173	17	361	1237	1474	1308	על נושא אדם˙ ומושב בני ישראל אשר ישבו במיצרים ובשאר	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0173_fa_0084r.jp2/info.json
173	18	361	1297	1474	1368	ארצות בארץ גושן ובארץ כנען שלשים שנה וארבע מאות שינה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0173_fa_0084r.jp2/info.json
173	19	361	1354	1474	1425	וישל את זעטיוטי בני ישראל ˙ ואל ועטוטי בני ישראל˙ אשר חלק	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0173_fa_0084r.jp2/info.json
173	20	361	1411	1474	1482	ה אלהיך אותם להאיר לכל עמים אשר תחת כל השמים˙ אשר לא ע	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0173_fa_0084r.jp2/info.json
173	21	361	1469	1474	1540	צויתי לאומות לעבדם˙ וכתבו במקום ואת הארנבת ואת שעירתם	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0173_fa_0084r.jp2/info.json
173	22	361	1523	1474	1594	הרגלים לפי שאותו של תלמי ארנבת שמה˙ שלא יאמר שחקו ע	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0173_fa_0084r.jp2/info.json
173	23	361	1583	1474	1654	היהודים ושם אשתי כתבו לי בתורה˙ ןוקן משה את מטה האלהים	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0173_fa_0084r.jp2/info.json
173	24	361	1638	1474	1709	בירו וכל נסים שאתה מבקש אתה עושה בו ויאכן יי' אל משה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0173_fa_0084r.jp2/info.json
173	25	361	1697	1474	1768	בלכתך לשוב לשוב מצרימה ראה כל המו פתים אשר בידך˙ אמ' לו מזה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0173_fa_0084r.jp2/info.json
173	26	361	1745	1474	1816	נבידך אמ' לו מנוה ויאמר השליכהו ארצה˙ ולקחת ממימי היאור כך אני	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0173_fa_0084r.jp2/info.json
173	27	361	1791	1474	1862	מכה את מי מצרים בדם˙ וימר י' אל אהרן לך לקראת משה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0173_fa_0084r.jp2/info.json
173	28	361	1851	1474	1922	המדברה זשה ירעם אל בקולו נפלאות˙ מהו ירעם כשנתן ה'ב'ה' את התורה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0173_fa_0084r.jp2/info.json
174	1	221	330	1337	401	לישראל בסיני הראה קולו לישוראל בסיני הראה קולו לישראל	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0174_fa_0084v.jp2/info.json
174	2	221	386	1337	457	פלאי פלאים כיצר היה מדבר ה'ב'ה' והיה הקול יוצא ומחזיר	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0174_fa_0084v.jp2/info.json
174	3	221	441	1337	512	וסובב כל הולם וושראל שומעין את הקול בא להם מן הדרוה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0174_fa_0084v.jp2/info.json
174	4	221	497	1337	568	יהיו רוים לדרום לקבל את התורה ומרדמם נהפך להם להם	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0174_fa_0084v.jp2/info.json
174	5	221	552	1337	623	לצסן והיה רצים לצפין נהחך להם למזרח˙ וממזודח למרבב	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0174_fa_0084v.jp2/info.json
174	6	221	608	1337	679	ורצו למערב שמעו מן השמיח תלו עיניהם לשמים נהפך להם	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0174_fa_0084v.jp2/info.json
174	7	221	666	1337	737	מן האר שנ' מן השמים השמיעך את קולו ליסרר ועל הדא	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0174_fa_0084v.jp2/info.json
174	8	221	726	1337	797	הראך את אשו הגולה ˙ והיו ישראל אמ' זה לוה והחרמה מלאי	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0174_fa_0084v.jp2/info.json
174	9	221	788	1337	859	תמצא שנ' ויאמר יי' מסיניבא אלוה מתימן יבא˙ וכל העם רואים	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0174_fa_0084v.jp2/info.json
174	10	221	848	1337	919	את הקולותי היה הקול יוצא ונחלק ל שבעוםקולות ומשבעים קולת	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0174_fa_0084v.jp2/info.json
174	11	221	907	1337	978	לשבעים לשון וכל אומה ואומה שומית ו נפשותיהן יוצאות˙	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0174_fa_0084v.jp2/info.json
174	12	221	960	1337	1031	וישרמל חיו מן המיתה ואחר הוריד עליהה יל וו ש דכר אתה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0174_fa_0084v.jp2/info.json
174	13	221	1017	1337	1088	עמיו ונשמעה˙ ומשה  אמר להם כי מי כל בור אשר שמע קול	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0174_fa_0084v.jp2/info.json
174	14	221	1072	1337	1143	אלהים חיים˙ והאלהים יעננו בקול כל אחד ואחר כפי כחם הזקנים	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0174_fa_0084v.jp2/info.json
174	15	221	1125	1337	1196	לפי כחם והבחודים לפי כיחם והיונקים לפי כחם והקטנים לפי	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0174_fa_0084v.jp2/info.json
174	16	221	1183	1337	1254	כחם והונקים לפי כחם ˙ והנשים לי כחם˙ ואף אתה אל תכה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0174_fa_0084v.jp2/info.json
174	17	221	1237	1337	1308	מאלה שהמן שהיה יורד לפי כחם של כל אחד ואחרי˙ הבורים	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0174_fa_0084v.jp2/info.json
174	18	221	1295	1337	1366	אוכלין אותו כלחם הנני ממטיר לכם לחם מן השמים˙ הזקני	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0174_fa_0084v.jp2/info.json
174	19	221	1348	1337	1419	כצפיחת בדבש˙ שנ' וטעמו כצפיחית בדבש˙ והיונקים כחל	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0174_fa_0084v.jp2/info.json
174	20	221	1408	1337	1479	משדי אמן שלנ והיה עמו כטעם לשד השמ˙ והחולים כסולת	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0174_fa_0084v.jp2/info.json
174	21	221	1462	1337	1533	מעורב בדבש ש' ולחמי אשר נתתי לך סלת ו שמן ודבש האכלתי	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0174_fa_0084v.jp2/info.json
174	22	221	1526	1337	1597	כך עשה הקבה' עם משה במדין אמ' למשה במדין לך שוב מצרימה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0174_fa_0084v.jp2/info.json
174	23	221	1584	1337	1655	ומתוך קול זה ל אמ' לאהין קום לך מצמה לקראת כשה המדבהה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0174_fa_0084v.jp2/info.json
174	24	221	1642	1337	1713	קול אחד היה ושוה שעה ורגע אחד ושמע משה כך ושמע משה	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0174_fa_0084v.jp2/info.json
174	25	221	1698	1337	1769	מך ואהרן כך˙ וילך ויסגשהו בהר האלהים וישק לו ˙  זש'ה' חס	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0174_fa_0084v.jp2/info.json
174	26	221	1750	1337	1821	ואמת נפנשהו צדק ושלום נשקו ח סד זה אהרן שנ' תומיך	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0174_fa_0084v.jp2/info.json
174	27	221	1801	1337	1872	וריך לאיש חסידך˙ צדק זה משיה שנ' צרקת ה' עשה ומשויו	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0174_fa_0084v.jp2/info.json
174	28	221	1851	1337	1922	לישראל ˙ ואמת זה משה שנ בכל ביתי אמן וא ולם וה אוהן	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0174_fa_0084v.jp2/info.json
175	1	325	346	1450	417	שנ' בשלום ובמישור הלך אתי˙ וישק לו שנו רל כל הנשיקית של	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0175_fa_0085r.jp2/info.json
175	2	325	401	1450	472	תפל ות חוץ משלשה נשיקת פרישות נשיקות גדולה נשיקת פרקים	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0175_fa_0085r.jp2/info.json
175	3	325	458	1450	529	פרישות מניין שנ' ותשק ערפה לחמותה גדולה מניין שנ' ויקח שמואל	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0175_fa_0085r.jp2/info.json
175	4	325	512	1450	583	את פך השמן ויצק על ראשו וישקהו˙ פרקים מנין שנ' ויפגשהו בהר	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0175_fa_0085r.jp2/info.json
175	5	325	568	1450	639	האלהים וישק לו ויגך משה לאהרן היאך נלך ונעשה האותות ן	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0175_fa_0085r.jp2/info.json
175	6	325	624	1450	695	שהלכו השו אצל הזקנים שנ' ויאסעו את כל זקני בני ישראל˙ לעולם	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0175_fa_0085r.jp2/info.json
175	7	325	683	1450	754	זקנים מעמידין את ישראל וכן הוא אומ' וכל ישראל וזקניו ושפטיו	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0175_fa_0085r.jp2/info.json
175	8	325	740	1450	811	ושוטריו עומדין מזה ומזה לארון עומרים כעמודים של שיש˙ לעילם	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0175_fa_0085r.jp2/info.json
175	9	325	804	1450	875	הוי נשאל בזקנים ˙ כשהיה בית המקדש קים היו שואלי ם באורים	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0175_fa_0085r.jp2/info.json
175	10	325	861	1450	932	ותומים ובנביאים וכשחרב בית המקדש הוי שאל בזקן שנ' שאל זבין	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0175_fa_0085r.jp2/info.json
175	11	325	923	1450	994	ויגדך אביך הוא ה'ב'ה' שנ' שאל אביך˙ ולא אביך קנךי זקיניך ויאמרו	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0175_fa_0085r.jp2/info.json
175	12	325	978	1450	1049	לך אלו חכמים שעומדין בדור שנ' ויעל משה ואהרן נדב ואביהוא	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0175_fa_0085r.jp2/info.json
175	13	325	1030	1450	1101	ושבעים מזקני ישראל˙ ואין זקנים האמורים כאן אלא חכמים˙ שנ	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0175_fa_0085r.jp2/info.json
175	14	325	1084	1450	1155	כי בן זקונים הוא לו˙ ומתרגמינן ארי בר חכים הוא ליה˙ כל מי	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0175_fa_0085r.jp2/info.json
175	15	325	1140	1450	1211	שנוטל עצה מן הוקנים אינו נכשל שכשלח בן הדר לאחאב בן עמרי	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0175_fa_0085r.jp2/info.json
175	16	325	1198	1450	1269	שנ כה אמר ב בספך זיק וגומ' שלח לו אדני המלך כרברך לך	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0175_fa_0085r.jp2/info.json
175	17	325	1250	1450	1321	אני וכל אשר לי˙ של לו פעם שנייה˙ כי אם כעת מחר וגו בקש כס	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0175_fa_0085r.jp2/info.json
175	18	325	1310	1450	1381	וזהב והן חמדה שנ' ובאו חמדת כל הגוי˙ בקש נשים והן חמדת	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0175_fa_0085r.jp2/info.json
175	19	325	1366	1450	1437	שנ' ובאו חמרת וגו שנ' הנני לוקח ממך את מחמד עיניך˙ ותמת	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0175_fa_0085r.jp2/info.json
175	20	325	1428	1450	1499	אשתי בערב בנים והן חמדה שנ' והמתי מחמ די בטנם˙ בקש	https://digi.vatlib.it/iiifimage/MSS_Vat.ebr.44.pt.1/Vat.ebr.44.pt.1_0175_fa_0085r.jp2/info.json
